iter	Logloss
218	0.1512481207
219	0.1503521492
220	0.1497410193
221	0.1492840339
222	0.1488711149
223	0.1480916341
224	0.1475650415
225	0.1468997385
226	0.1461780153
227	0.1455771348
228	0.145163273
229	0.1445886349
230	0.1440831765
231	0.143354964
232	0.142700272
233	0.1421965237
234	0.141359395
235	0.140680642
236	0.1400390493
237	0.1392235372
238	0.1385751702
239	0.138038712
240	0.1373048432
241	0.1365904315
242	0.1361061403
243	0.135748929
244	0.1352635526
245	0.1347824184
246	0.1343106895
247	0.1338884419
248	0.1334518016
249	0.1327351756
250	0.1322006796
251	0.131617009
252	0.1311850822
253	0.1307997758
254	0.1303025388
255	0.1298581485
256	0.1293107175
257	0.1287268606
258	0.1281469279
259	0.1276171564
260	0.1271947444
261	0.1265668759
262	0.1259999111
263	0.1254478871
264	0.1250929887
265	0.1245736747
266	0.1242833192
267	0.123721331
268	0.1232734877
269	0.1226972163
270	0.1221381988
271	0.1215943194
272	0.1210447509
273	0.1204208944
274	0.1200378571
275	0.1194034774
276	0.1188106537
277	0.1184234619
278	0.1180036369
279	0.1173654973
280	0.1167472971
281	0.1162415866
282	0.1157811702
283	0.1153613562
284	0.1148858235
285	0.1145134849
286	0.1140467326
287	0.1136336929
288	0.1134003497
289	0.1129414789
290	0.1125745664
291	0.1122011207
292	0.1118841062
293	0.1113371575
294	0.1107708723
295	0.110206023
296	0.1098707353
297	0.1095962524
298	0.1092983553
299	0.1087387787
300	0.1083859192
301	0.1079622466
302	0.1075938543
303	0.1072683992
304	0.1069301518
305	0.1066651947
306	0.1062963858
307	0.1059271166
308	0.1055331614
309	0.1053250083
310	0.1049525272
311	0.1045788951
312	0.1041634549
313	0.1037162255
314	0.1033936424
315	0.1031010288
316	0.1025425264
317	0.1021545125
318	0.1018252976
319	0.1014409668
320	0.101142971
321	0.100707087
322	0.1003979869
323	0.1000230943
324	0.09967591297
325	0.09943523626
326	0.09911267511
327	0.09888431944
328	0.09839578607
329	0.0981188807
330	0.09773884697
331	0.09739743156
332	0.09711495761
333	0.09680809372
334	0.09639878109
335	0.09606023767
336	0.09553375463
337	0.09522587129
338	0.09494360562
339	0.0945173132
340	0.09416172422
341	0.09379972261
342	0.0934981971
343	0.09310479
344	0.09278633951
345	0.09249816544
346	0.09224313977
347	0.09194762131
348	0.0915665791
349	0.09121594484
350	0.09082595781
351	0.09044785335
352	0.09017181396
353	0.08992909289
354	0.08961256071
355	0.089327582
356	0.08899635008
357	0.08857762128
358	0.08830846041
359	0.08799727758
360	0.0876739765
361	0.08743832577
362	0.08712214985
363	0.08688841195
364	0.08666603045
365	0.08632075101
366	0.08595922075
367	0.08564771455
368	0.08527294247
369	0.08502418693
370	0.08480728084
371	0.08450152408
372	0.08429254335
373	0.08388444747
374	0.08354356371
375	0.08325568013
376	0.08292584584
377	0.08263970518
378	0.08236275596
379	0.08201397424
380	0.08168582807
381	0.08135308891
382	0.08114681573
383	0.08087846603
384	0.08070151559
385	0.08050965715
386	0.08009974162
387	0.07982601517
388	0.07956232422
389	0.07928550106
390	0.07903447096
391	0.07883304837
392	0.07850414583
393	0.0783200264
394	0.0780513588
395	0.07782640128
396	0.07754744058
397	0.07727422933
398	0.07699760349
399	0.0768037226
400	0.07649184369
401	0.07627897701
402	0.07613461593
403	0.07592377169
404	0.07557254002
405	0.07530283654
406	0.07499003136
407	0.07482468397
408	0.0746429268
409	0.07438000317
410	0.07417000847
411	0.07397419283
412	0.07357143534
413	0.07336655978
414	0.07320249492
415	0.0729812644
416	0.07281151585
417	0.07261165531
418	0.07242659865
419	0.07219033954
420	0.07199097776
421	0.0717887988
422	0.07160311732
423	0.07134184344
424	0.07112664738
425	0.07089021836
426	0.07070137989
427	0.07041430747
428	0.07014548642
429	0.06988738049
430	0.06970067956
431	0.06946931488
432	0.06918328932
433	0.06898899188
434	0.06879904078
435	0.06852180656
436	0.0683186849
437	0.06815639584
438	0.06798318885
439	0.06783616954
440	0.06768385569
441	0.06739332484
442	0.06722698541
443	0.06706226831
444	0.06686805309
445	0.06675002767
446	0.06658824833
447	0.0663586759
448	0.06624595598
449	0.06600087264
450	0.06580798927
451	0.06559522673
452	0.06540410272
453	0.06515357138
454	0.06493413859
455	0.06477672752
456	0.06456792218
457	0.06433545036
458	0.06417378064
459	0.06402077072
460	0.06384545907
461	0.06367645593
462	0.0634864281
463	0.06326572374
464	0.06308279366
465	0.06290852338
466	0.06276706169
467	0.06260838454
468	0.06245732581
469	0.06221724105
470	0.06203101147
471	0.06189949759
472	0.06171533431
473	0.06151657543
474	0.06139983254
475	0.06118701518
476	0.06096853059
477	0.06080221856
478	0.06057027839
479	0.06041795358
480	0.06027672209
481	0.06009991964
482	0.05988801759
483	0.05963181353
484	0.05950305106
485	0.05931724899
486	0.05910308334
487	0.05891192644
488	0.05870918844
489	0.05854176379
490	0.05834327895
491	0.05814152202
492	0.05798115127
493	0.05780904595
494	0.05765971918
495	0.05747825798
496	0.05734910088
497	0.05718612671
498	0.05698409026
499	0.05682654764
500	0.0566891747
501	0.05653854896
502	0.0563544679
503	0.05617585675
504	0.05605303556
505	0.05590931026
506	0.0557521842
507	0.0556251482
508	0.05553063579
509	0.05540865865
510	0.05529286396
511	0.05515589659
512	0.05500607655
513	0.05486344743
514	0.0547292534
515	0.05451975746
516	0.05435262877
517	0.05418824601
518	0.05401805352
519	0.05383522209
520	0.05374005745
521	0.0536139258
522	0.05344416081
523	0.05331680692
524	0.05321146976
525	0.05307827873
526	0.05296474216
527	0.05285348563
528	0.05270654306
529	0.05259822429
530	0.05242004614
531	0.05225854632
532	0.05213537984
533	0.05201318894
534	0.05190216262
535	0.05175602573
536	0.05159746367
537	0.05147665397
538	0.05133556498
539	0.05121355495
540	0.05107932255
541	0.05091271455
542	0.05077736953
543	0.05064255068
544	0.05045202409
545	0.05036391335
546	0.05025687711
547	0.05011876972
548	0.04997930856
549	0.04983973229
550	0.04974104892
551	0.04958776496
552	0.04941772592
553	0.04927514613
554	0.04915205638
555	0.0489658268
556	0.04884079681
557	0.04868994088
558	0.04851117079
559	0.0483370485
560	0.0482129393
561	0.04809620189
562	0.04797680077
563	0.04783263152
564	0.04767782935
565	0.04750164624
566	0.04731746652
567	0.04721717177
568	0.04708917114
569	0.04700631109
570	0.04685021543
571	0.04671871251
572	0.04655380907
573	0.04639910555
574	0.04629465081
575	0.04613110115
576	0.04599849657
577	0.0458755411
578	0.04572490714
579	0.04560989073
580	0.04550620605
581	0.04544713579
582	0.04533411169
583	0.04524380585
584	0.04508347073
585	0.04498159474
586	0.04486496695
587	0.04469334394
588	0.04454034224
589	0.04446680244
590	0.04435487725
591	0.04423645995
592	0.04411291802
593	0.04397947761
594	0.04384012058
595	0.04371545507
596	0.04364217287
597	0.04350325705
598	0.04340289653
599	0.0432514514
600	0.04315176229
601	0.04304692937
602	0.04292833394
603	0.0428403109
604	0.04271540149
605	0.04258536744
606	0.04250066034
607	0.04237143199
608	0.04224141987
609	0.04210875774
610	0.04202840246
611	0.04193789932
612	0.04179713096
613	0.04168362727
614	0.04159904622
615	0.0414943147
616	0.04140448022
617	0.04126094128
618	0.04115788142
619	0.041089036
620	0.04098030891
621	0.04088650079
622	0.04077181323
623	0.04065524025
624	0.04051351273
625	0.04040073252
626	0.04031713256
627	0.04022909033
628	0.04008903175
629	0.03997895087
630	0.03986322195
631	0.03976934532
632	0.03962862903
633	0.03951052414
634	0.03943603614
635	0.03932855047
636	0.03924331994
637	0.0391578181
638	0.03905831808
639	0.03894138884
640	0.03886690359
641	0.0387318655
642	0.03864083345
643	0.03852633772
644	0.03842468919
645	0.03830859579
646	0.03818253813
647	0.03807806421
648	0.03797480156
649	0.03785921787
650	0.03772931811
651	0.03760720944
652	0.03746780308
653	0.03736675745
654	0.03724941714
655	0.03717304646
656	0.03707009348
657	0.03698054949
658	0.0368883966
659	0.03681200126
660	0.03671315347
661	0.03663181436
662	0.03650078554
663	0.03640699387
664	0.03632769091
665	0.03621590275
666	0.03613686836
667	0.03606569356
668	0.03594316011
669	0.03586507666
670	0.0357521512
671	0.03563872973
672	0.03555197825
673	0.03542688249
674	0.03532418985
675	0.0352118536
676	0.035130298
677	0.03502473612
678	0.03494881487
679	0.03484417104
680	0.03475037937
681	0.03467293443
682	0.03452646869
683	0.03444743156
684	0.03437458236
685	0.03424991958
686	0.03415272428
687	0.03405401076
688	0.03392996185
689	0.03382653752
690	0.03375099171
691	0.03365522966
692	0.03359878474
693	0.03348074288
694	0.03337982605
695	0.03327497395
696	0.03319282093
697	0.0330953324
698	0.03300887963
699	0.03287625039
700	0.03278219837
701	0.03271256918
702	0.03263765916
703	0.03251674257
704	0.03245321087
705	0.03238707849
706	0.03231090239
707	0.03224596758
708	0.03218853611
709	0.03211619936
710	0.03204987241
711	0.03197574067
712	0.03188455516
713	0.03182706614
714	0.03176422503
715	0.03169281181
716	0.03159042885
717	0.03149896929
718	0.03143359875
719	0.03135404916
720	0.03126090971
721	0.03119289738
722	0.03109636526
723	0.03100715286
724	0.03094461595
725	0.03089614572
726	0.03082322526
727	0.03077996462
728	0.03068708825
729	0.03062660941
730	0.03052709294
731	0.03045323799
732	0.03037620687
733	0.03031810673
734	0.03022791325
735	0.03013078372
736	0.03006114083
737	0.02997482234
738	0.02991047673
739	0.02985869331
740	0.02977465487
741	0.02970099723
742	0.02962779725
743	0.02954883685
744	0.02946823493
745	0.02934528493
746	0.02928290422
747	0.0292116198
748	0.02911708821
749	0.02906099955
750	0.02900252397
751	0.02891144807
752	0.02884036645
753	0.02875349439
754	0.0286661318
755	0.02859957191
756	0.02853514682
757	0.02847616152
758	0.02840552385
759	0.02829451397
760	0.02824123975
761	0.02820892718
762	0.02813861014
763	0.02807753662
764	0.02800359671
765	0.02793091193
766	0.02786763509
767	0.02779223453
768	0.02772994151
769	0.02767001075
770	0.027600113
771	0.02752605526
772	0.02749182712
773	0.02743800481
774	0.02737717519
775	0.02731962588
776	0.02723958026
777	0.02717067455
778	0.02709151685
779	0.02701195629
780	0.02695264487
781	0.02686875442
782	0.02681926749
783	0.02676562057
784	0.02670015686
785	0.02663934094
786	0.02655942139
787	0.02649967698
788	0.02641960122
789	0.02635028444
790	0.02628410548
791	0.02621955433
792	0.02614291783
793	0.02607609212
794	0.02601597227
795	0.02597266778
796	0.02588125207
797	0.02582292721
798	0.02575066446
799	0.02570189553
800	0.02563618517
801	0.02556552284
802	0.02551049748
803	0.02545074485
804	0.02539507274
805	0.02533359089
806	0.02525692151
807	0.02517646483
808	0.02511817559
809	0.02506778432
810	0.02498239484
811	0.02491692839
812	0.02486404057
813	0.02481681725
814	0.02475240039
815	0.02469932622
816	0.02463381044
817	0.02458423582
818	0.02452318696
819	0.02446968802
820	0.02439356398
821	0.02433315913
822	0.02427437662
823	0.02421799199
824	0.02416003436
825	0.02412158045
826	0.02407488604
827	0.02399303995
828	0.02393926697
829	0.02389611595
830	0.02383468343
831	0.02375000921
832	0.02368589379
833	0.02362092336
834	0.02355132158
835	0.02348954102
836	0.0234436934
837	0.02336545374
838	0.02332255758
839	0.0232503743
840	0.02320145739
841	0.02313122256
842	0.0230805408
843	0.02302464123
844	0.02298206433
845	0.02290930419
846	0.02284694677
847	0.02279396167
848	0.02274281951
849	0.02269292837
850	0.02262888284
851	0.02257614574
852	0.02251213995
853	0.02246657185
854	0.02242347838
855	0.02235808044
856	0.02228954332
857	0.02222733114
858	0.02217560801
859	0.0221153854
860	0.02206178643
861	0.021984558
862	0.02192619066
863	0.02188880416
864	0.02182654403
865	0.02177908229
866	0.02172905275
867	0.02168022901
868	0.02164108178
869	0.0215835078
870	0.02151060652
871	0.02144123494
872	0.02138860746
873	0.02133721593
874	0.02128936367
875	0.02124481914
876	0.02119472657
877	0.02114895157
878	0.02110918637
879	0.02107304403
880	0.02103553147
881	0.02099141033
882	0.02094527497
883	0.02088627048
884	0.02084162043
885	0.02078686637
886	0.02074284663
887	0.02068959296
888	0.02064110493
889	0.02058845827
890	0.02052981004
891	0.02048107399
892	0.0204316775
893	0.02038186994
894	0.0203360922
895	0.02027899232
896	0.02024016435
897	0.02019777654
898	0.0201598584
899	0.02012858857
900	0.02008136525
901	0.02002651938
902	0.01998432203
903	0.01994094355
904	0.01989558921
905	0.0198605362
906	0.01982087376
907	0.01978339546
908	0.01972168615
909	0.01968150851
910	0.01963230933
911	0.01957624671
912	0.01952217913
913	0.01946229085
914	0.01941740787
915	0.01938081336
916	0.01934814042
917	0.01930824505
918	0.0192668068
919	0.01922160044
920	0.0191752527
921	0.01913056154
922	0.01908327245
923	0.01903026954
924	0.01898857369
925	0.01894793565
926	0.01891055052
927	0.01885515109
928	0.0188277768
929	0.01878320212
930	0.01874005658
931	0.01870783855
932	0.01866304737
933	0.01860662438
934	0.01856974624
935	0.01852962614
936	0.01846947615
937	0.01842422869
938	0.0183755406
939	0.01833872823
940	0.01829742563
941	0.01826611744
942	0.01822882411
943	0.01818664595
944	0.01814398409
945	0.01810198269
946	0.0180689165
947	0.01803850854
948	0.01800127139
949	0.01795603489
950	0.01791617514
951	0.01788320213
952	0.0178447263
953	0.01780528721
954	0.01776820764
955	0.01773041555
956	0.01769834825
957	0.01765167165
958	0.0176105513
959	0.01756685767
960	0.01753565224
961	0.01749548967
962	0.01744479146
963	0.01739618696
964	0.01734512702
965	0.01730463834
966	0.01725954297
967	0.01722870339
968	0.01719415599
969	0.01716230656
970	0.01711643564
971	0.01708689092
972	0.01704622411
973	0.01700707962
974	0.01697637021
975	0.01694137475
976	0.01690904025
977	0.0168761056
978	0.01684001533
979	0.01680669565
980	0.01677076296
981	0.01672164873
982	0.01668780151
983	0.01665379946
984	0.01662761316
985	0.01659931945
986	0.01657331127
987	0.01653534791
988	0.01650231186
989	0.01646348663
990	0.01643540119
991	0.01639618545
992	0.01634893472
993	0.01631059866
994	0.01626617059
995	0.01623739319
996	0.0162001629
997	0.01616281202
998	0.01613387842
999	0.01608348167
